"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201707","12727","구천면로_D","15","","","","","2","1","","","","","","","","","","","","","2"
"201707","12299","계동길","4","","","","","","","","","","","","","4","","","","","",""
"201707","11992","도봉로150길","9","","","","1","1","","","","","","","","","","","1","","","2"
"201707","12975","영등포로_G","9","","1","","","","","","","","","","","","3","","","","","2"
"201707","13444","개포로22길","6","","","","","","1","","","","","","","","","","","","","5"
"201707","12311","자하문로_B","19","","2","","","3","1","","","","","","","1","2","","","","","4"
"201707","13547","고척로_C","20","","","","","3","","","","","","","","","","","","","","5"
"201707","13136","구로동로42길","11","","","","","2","","","","","","","","","1","","","","","2"
"201707","12227","상봉로11길","15","","","","","3","","","","","","","","","2","","","","","3"
"201707","12642","아차산로7길_B","7","2","","","","1","","","","","","","1","","","","","","","1"
"201707","13026","논현로_A","8","1","","","","1","","","","","","","","","","","","","","1"
"201707","12567","천호대로_G","11","","","","","1","","","","","","","","","1","","","","","3"
"201707","12361","금낭화로_D","14","","","","1","2","","","","","","","","","1","","","","","2"
"201707","13194","도곡로_C","12","","1","","","1","","","","","","","","","","","","","","2"
"201707","13296","디지털로53길","8","","","","","2","","","","","","","","1","","","","","","1"
"201707","13224","오금로_B","21","","2","","","3","","","","","","","1","","","","","","","1"
"201707","13241","개봉로23가길","19","","","","","2","","","","","","","","","1","","1","","1","6"
"201707","13020","봉은사로_A","7","","1","","1","2","","","","","","","","","","","","","","3"
"201707","12073","동일로_M","10","","","","","1","","","","","","","","","1","","","","","3"
"201707","12044","도봉로_N","5","","","","","1","","","","","","","","","1","","","","",""
"201707","12290","북촌로5가길","8","1","","","","","","","","","","","","3","1","","","","","1"
"201707","12175","망우로_B","21","","","","1","4","","","","","","","","1","1","","","","","5"
"201707","13006","신길로_A","13","","","","","1","","","","","","","","","7","","","","","1"
"201707","13300","구로동로28길_B","19","1","1","","","3","","","","","","","","","4","","","","","1"
"201707","13323","구로동로_E","19","","1","","","2","","","","","","","","","5","","","","","5"
"201707","12488","월드컵로_D","15","","1","","","2","","","","","","","","","1","","","","","1"
"201707","13036","목동남로4길_B","10","","","","","3","","","","","","","1","","","","","","",""
"201707","12165","용마산로115길_A","6","","","","","","","","","","","","","","4","","","","","1"
"201707","12039","도봉로_M","9","","1","","","","","","","","","","","","7","","","","",""
"201707","13378","송이로36길","5","","1","","","","","","","","","","","","","","","","","2"
"201707","13084","삼학사로_A","7","","1","","","1","","","","","","","","","3","","","","","1"
"201707","13005","서달로","10","","1","","","1","","","","","","","1","","","","","","",""
"201707","13421","난곡로_F","11","2","1","","","1","","","","","","","","","","","","","","4"
"201707","13475","신림로_B","15","","","","","3","","","","","","","","1","","","","","",""
"201707","13198","거마로_C","4","","","","","","","","","","","","","","","","","","1","1"
"201707","12420","천호대로_C","12","","","","","1","","","","","","","","","2","","","","","2"
"201707","12427","무학로_B","13","","","","1","5","","","","","","","","","2","","","","","2"
"201707","12637","장터길_A","12","","","","","2","","1","","","","","","","2","","","","","3"
"201707","12186","종암로_B","12","1","1","","","1","","","","","","","","","4","","","","","1"
"201707","12847","토성로","6","","","","","3","","","","","","","","","","","","","",""
"201707","12919","학동로_A","3","1","","","","1","","","","","","","","","","","","","",""
"201707","12286","창덕궁1길","1","","","","","","","","","","","","","","","","","","",""
"201707","12222","보문로_B","5","","1","","","1","","","","","","","","","","","","","","1"
"201707","12477","망원로","15","1","","","","2","","","","","","","","","","","","","","2"
"201707","13478","동산로_B","1","","","","","","","","","","","","","","","","","","",""
"201707","13286","구로동로26길_B","12","","","","","1","1","","","","","","","","5","","","","",""
"201707","12625","상원길","13","","2","","","1","","","","","","","1","","1","","","","","1"
"201707","12870","성내로_B","5","1","","","","1","","","","","","","","","","","","","","1"
"201707","13274","오금로_C","2","1","","","","","","","","","","","","","","","","","",""
"201707","12994","언주로147길","1","","","","","","","","","","","","","","","","","","",""
"201707","12121","연서로27길","6","","","","","","1","","","","","","","","","","","","","2"
"201707","13002","위례성대로20길","17","","2","","","2","","","","","","","","","","","","","","1"
"201707","12366","자하문로7길","2","","1","","","","","","","","","","","","1","","","","",""
"201707","13158","경서로","9","","1","","","1","","","","","","","1","","","","","","","1"
"201707","12172","종암로19길","10","","","","","3","","","","","","","","","","","","","",""
"201707","13267","동남로6길_A","4","1","","","","","","","","","","","","","","","","","","1"
"201707","12397","방화동로_C","6","","","","","","","","","","","","","","4","","","","","1"
"201707","12952","신월로_F","5","","","","","1","","","","","","","","","","","","","","2"
"201707","13545","성수일로","5","","1","","","","","","","","","","","","","","","","1","2"
"201707","12795","이태원로54길","1","","1","","","","","","","","","","","","","","","","",""
"201707","12887","뚝섬로_B","8","1","1","","","","","","","","","","","","","","","","","3"
"201707","12005","도봉로113길","3","","","","","2","","","","","","","","","","","","","",""
"201707","13650","통일로69길","7","","","","","1","","","","","","","","","4","","","","",""
"201707","12819","천중로40길","15","","","","","","","","","","","","","","13","","","","","2"
"201707","12081","솔매로","2","","","","","1","","","","","","","","","","","","","","1"
"201707","12737","한강대로62나길","5","","","","","2","","","","","","","","","2","","","","","1"
"201707","12208","동소문로_C","10","","","","","1","","","","","","","","","1","","","","","2"
"201707","13104","마천로_A","2","1","","","","","","","","","","","","","","","","","",""
"201707","13287","방배로_C","12","","1","","","1","","","","","","","","","1","","","","","4"
"201707","12933","버드나루로7길","4","","","","","3","","","","","","","","","1","","","","",""
"201707","12602","능동로15길","3","1","","","","","","","","","","","","","2","","","","",""
"201707","12563","월드컵로1길","8","","1","","","","","","","","","","","","4","","","","","2"
"201707","13028","봉은사로_B","13","","","","","3","","","","","","","1","","1","","","","","2"
"201707","12947","선유로_C","4","","","","","","","","","","","","","","1","","","","","2"
"201707","12616","백범로_B","3","","","","","","","","","","","","","","","","","","","2"
"201707","12681","강서로_G","4","","","","","","","","","","","","","","1","","","","","2"
"201707","12176","망우로_C","15","","1","","1","4","","","","","","","","","","","","","","5"
"201707","13645","장한로_D","3","","1","","","","","","","","","","","","","","","","","2"
"201707","13112","오금로35길","6","","1","","","1","","","","","","","","","","","","","","1"
"201707","12199","갈현로_D","8","","1","","","2","","","","","","","","","","","","","","3"
"201707","13445","남부순환로_R","14","","1","","","4","","","","","","","","","","","","","",""
"201707","12906","압구정로4길","1","","","","","","","","","","","","","","1","","","","",""
"201707","13381","서부샛길","11","","1","","","1","","","","","","","","","","","","","","7"
"201707","12745","등촌로_C","3","","","","","1","","","","","","","","","","","","","","1"
"201707","13604","도곡로77길","2","1","","","","","","","","","","","","","","","","","",""
"201707","12238","성북로","11","","","","","1","","","","","","","","","","","","","","2"
"201707","12059","동일로180길","2","","","","","1","","","","","","","","","","","","","",""
"201707","12260","회기로_E","2","","","","","","","","","","","","","","1","","","","",""
"201707","13277","일원로3길","7","","","","","1","","","","","","","","","","","","","","1"
"201707","13534","까치산로_B","4","","","","","1","","","","","","","","","","","","","","1"
"201707","13195","도림로_B","6","","","","","1","","","","","","","","1","","","","","1","2"
"201707","12428","장한로_C","4","","1","","","","","","","","","","","","","","","","","3"
"201707","12550","강서로45라길","1","","","","","1","","","","","","","","","","","","","",""
"201707","13168","역삼로_D","2","","","","","","","","","","","","","","","","","","","1"
"201707","13108","논현로_C","4","1","","","","","","","","","","","","","1","","","","",""
"201707","13159","대림로_C","11","2","1","","","","","","","","","","","","","","","","","4"
"201707","13479","신림로_C","28","","1","","","6","","","","","","","","","1","","","","","2"
"201707","12576","강서로_E","12","","1","","1","1","","","","","","","","","","","","","","2"
